url1,url,name,adresse,rating,rater,latlong,description,city
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/bestwesterncitadelle.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Best Western Citadelle,"13 rue du Général Lecourbe, 25000 Besançon, France",8.3,1503,"['47.23154100,6.02658033']","Le Best Western Citadelle est situé dans le centre-ville historique de Besançon, à 5 minutes à pied de la rivière Doubs et de la Citadelle. Vous bénéficierez gratuitement d’une connexion Wi-Fi dans les chambres. Les chambres comportent la climatisation et une télévision recevant les chaînes Canal+. La salle de bains privative est dotée d’eau chauffée par des panneaux solaires. En outre, l’établissement propose des chambres adaptées aux personnes à mobilité réduite. L’hôtel sert un petit-déjeuner chaque matin moyennant un supplément. Vous pourrez le déguster dans votre chambre ou sous forme de buffet dans la salle à manger. Un service d’étage est également assuré. Une borne de recharge pour une voiture électrique est disponible sur réservation préalable moyennant un supplément de 20 EUR. L’établissement est implanté à 5 km du centre de conventions Micropolis. Vous pourrez profiter d’un parking public sur place moyennant des frais supplémentaires. Veuillez contacter l'établissement directement si vous souhaitez réserver une place de parking. ",besancon
https://www.booking.com/searchresults.fr.html?ss=dijon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/comfort-longvic.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=32eb703bfc5b003e&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Comfort Hotel Dijon Sud - 21600 LONGVIC,"5 chemin de Beauregard, 21600 Dijon, France",8.1,3556,"['47.27176415,5.04512519']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Comfort Hotel Dijon Sud - 21600 LONGVIC !  Connectez-vous  pour économiser. Le Comfort Hôtel Dijon Sud vous propose des chambres climatisées desservies par un ascenseur, et dotées d'un bureau, de la télévision satellite et de la connexion Wi-Fi gratuite. Il est situé dans le sud-est de Dijon. Vous dégusterez un petit déjeuner continental dans la salle à manger. Rendez-vous également dans le salon-bar pour profiter de quelques instants de détente. Le Comfort Hôtel Dijon Sud est à 10 minutes en voiture du centre-ville, où vous pourrez visiter la cathédrale de Dijon et le Palais des Ducs et des États de Bourgogne. La gare de Dijon est situé à 5 kilomètres de l'hôtel. ",dijon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/fontaine-argent.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hôtel Fontaine Argent - Centre Ville,"23 Avenue Fontaine-Argent, 25000 Besançon, France",8.5,262,"['47.24614600,6.03318600']","L'Hôtel Fontaine Argent - Centre Ville propose un hébergement 3 étoiles à Besançon, à 7 km de Micropolis et à 1,7 km du musée des beaux-arts et d'archéologie de Besançon. Il propose des chambres familiales et une terrasse. Une connexion Wi-Fi et un parking privé sont disponibles gratuitement. Leur salle de bains privative est pourvue d'une baignoire ou d'une douche et d'un sèche-cheveux. Toutes les chambres disposent d'une télévision à écran plat et de la climatisation. Certaines comprennent également un coin salon. Vous séjournerez à 3,2 km de la cathédrale Saint-Jean et du musée du Temps de Besançon. L'aéroport de Dole-Jura, le plus proche, est à 66 km. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/foch-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Contact Hôtel Foch,"7 Bis Avenue Foch, 25000 Besançon, France",7.2,244,"['47.24619696,6.02335095']","Situé à quelques pas de la gare de Besançon et à seulement cinq minutes du centre-ville, l'hôtel Foch propose qualité et confort à un prix abordable. Ce charmant hôtel dispose d'une vue panoramique sur le centre-ville depuis ses chambres bien équipées. Les chambres sont dotées d'une douche ou d'une baignoire, d'une télévision et d'une connexion par WiFi gratuite. L'hôtel Foch est également doté d'une réception ouverte 24 heures sur 24, d'un parking situé à 20 mètres de l'hôtel, d'un bar et d'un buffet de petit déjeuner. La ville de Besançon se trouve à proximité de la frontière suisse. C'est le chef-lieu du département du Doubs, dans la région de Franche-Comté. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/ibis-budget.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,ibis budget Besançon Ecole Valentin,"1 rue de la Poste, 25480 Besançon, France",6.3,810,"['47.27788606,5.99461377']","L'ibis budget Besançon École Valentin vous accueille à proximité de l'autoroute A36, à 6 km du centre de Besançon et à 1 km de la gare d'École-Valentin. Vous pourrez profiter gratuitement d'une connexion Wi-Fi dans l'ensemble de l'hôtel et d'un parking sur place. Des journaux seront mis à votre disposition dans le hall. Décorées dans un style contemporain, les chambres de l'ibis budget Besançon École Valentin disposent d'une télévision à écran plat et d'une salle de bains privative pourvue d'une douche. Un petit-déjeuner buffet vous sera servi tous les matins dans la salle prévue à cet effet. Une fois votre petit-déjeuner avalé, vous pourrez emprunter l'autoroute A36 pour découvrir Dijon ou Montbéliard, toutes deux accessibles en moins de 50 minutes. Plusieurs restaurants et supermarchés se trouvent à proximité de l'ibis budget Besançon Ecole Valentin. Un club de sport et de bien-être est accessible en moins de 10 minutes de marche de l'hôtel. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/vauban-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Hotel Vauban,"9 Quai Vauban, 25000 Besançon, France",8.6,288,"['47.23986296,6.02139884']","L'Hotel Vauban vous accueille à Besançon, à 2 minutes à pied du musée des beaux-arts et d'archéologie, et à 18 minutes de marche de la Citadelle. Il vous propose une connexion Internet gratuite, une réception ouverte 24h/24 ainsi qu'une terrasse. Desservies par un ascenseur, toutes les chambres insonorisées disposent d'une télévision à écran plat, d'un minibar et d'un téléphone. Leur salle de bains est dotée d'articles de toilette gratuits, d'un sèche-cheveux et d'une baignoire ou d'une douche. L'Hotel Vauban sert des petits-déjeuners buffet et continentaux tous les matins. L'établissement abrite aussi 2 restaurants, l'un italien et l'autre servant des repas traditionnels. Des chambres accessibles aux personnes à mobilité réduite sont également proposées. Enfin, l'hôtel se trouve à 5 minutes en voiture de la gare de Besançon et à 15 minutes de marche de l'église Sainte-Madeleine. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/logis-de-france-florel.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hotel Victor Hugo & Spa,"6, Rue de La Viotte, 25000 Besançon, France",8.5,809,"['47.24741871,6.02364331']","L'Hotel Victor Hugo & Spa propose un hébergement à 50 mètres de la gare de Besançon-Viotte et à seulement 15 minutes à pied du centre-ville historique de Besançon. De nombreux logements donnent sur un jardin intérieur. Tous les hébergements sont munis d’une salle de bains privative, d’une télévision par satellite, d’un téléphone et d’une connexion Wi-Fi gratuite. Avant de partir à la découverte de la capitale de la Franche-Comté, vous pourrez prendre le petit-déjeuner sur place afin de bien commencer la journée. Équipées et modulables, les salles de réunion sur place peuvent accueillir des groupes de 45 personnes maximum. Sur place, toutes les personnes âgées d’au moins 12 ans pourront profiter de la salle de sport, de la piscine extérieure chauffée, du sauna, des 2 jacuzzis, du hammam, de la douche sensorielle et de la salle de détente munie d’un mur de sel. Des massages utilisant les produits de marque Cinq Mondes sont également proposés. Un parking privé sécurisé est mis à votre disposition sur place. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/hotel-restaurant-oxalys.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Hotel Restaurant Vesontio,"3 Chemin des Founottes, 25000 Besançon, France",8.5,1037,"['47.25904854,6.00806236']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Restaurant Vesontio !  Connectez-vous  pour économiser. Situé à 5 km du centre-ville de Besançon et du musée des Beaux-Arts, l'Hotel Restaurant Vesontio propose un restaurant climatisé et une salle de réunion. La connexion Wi-Fi est gratuite. Le club de tennis de Besançon est à 3,1 km. Décorées dans des tons vifs, ses chambres sont équipées d'une télévision par satellite, d'un bureau et d'une armoire. Toutes possèdent une salle de bains privative pourvue d'un sèche-cheveux. Un petit-déjeuner buffet préparé avec des produits de la région est servi tous les matins dans l'hôtel. Vous pourrez le déguster également sur la terrasse. Pour le déjeuner et le dîner, l'hôtel propose une sélection de plats maison. Cet établissement met à votre disposition un parking privatif gratuit, ainsi que des places de stationnement dans un garage, sur demande. Accessible par l'autoroute A36 et par la RN57, cet hôtel est à 3 km de la gare de Viotte et à 10 minutes de la gare de Besançon Franche-Comté. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/ethic-etapes-centre-international-de-sa-c-jour-de-besanasson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Ethic Etapes CIS de Besançon,"3, Avenue des Montboucons, 25000 Besançon, France",7.1,534,"['47.25111839,5.99989772']","La résidence Ethic Etapes CIS de Besançon se trouve à 3 km de la gare de La Viotte et à 4 km du centre-ville. Il propose une connexion Wi-Fi gratuite, un bar et un jardin. Toutes les chambres chauffées de l'Ethic Etapes CIS de Besançon disposent d'une télévision à écran plat et d'une armoire. Elles comprennent également une salle de bains privative avec articles de toilette gratuits et douche. Certaines chambres sont adaptées aux personnes à mobilité réduite. L'Ethic Etapes CIS de Besançon vous propose un petit-déjeuner continental tous les matins. Vous pourrez déguster des plats méditerranéens et français au restaurant en libre-service pour le déjeuner ou le dîner. Un sèche-linge et un lave-linge sont disponibles à la laverie. L'établissement met un parking privé à votre disposition gratuitement. Plusieurs universités sont accessibles en moins de 15 minutes à pied et le stade Palais des Sports se trouve à 1 km. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/kyriad-besancon-palente.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Brit Hotel Besancon l'Horloge,"1 Route de Marchaux, 25000 Besançon, France",7.5,602,"['47.26358654,6.05153292']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Brit Hotel Besancon l'Horloge !  Connectez-vous  pour économiser. Situé à Besançon, à 7 km de Micropolis, le Brit Hotel Besancon l'Horloge propose un bar, un parking privé gratuit, un salon commun et une terrasse. L'établissement se trouve à environ 3,4 km du musée des beaux-arts et d'archéologie de Besançon, à 3,6 km du musée du temps de Besançon et à 3,7 km de la cathédrale Saint-Jean de Besançon. Vous profiterez d'un service d'étage et d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Toutes les chambres sont équipées d'une télévision par satellite à écran plat, d'une bouilloire, d'une douche, d'un sèche-cheveux et d'un bureau. Les chambres comprennent une armoire et une salle de bains privative. Un petit-déjeuner buffet et sans gluten est servi chaque matin au Brit Hotel Besancon l'Horloge. Vous pourrez pratiquer diverses activités à Besançon et dans ses environs, telles que la randonnée. Le Brit Hotel Besancon l'Horloge se trouve à 5 km de l'université de Besançon Vesoul et à 3,8 km de l'hôtel de ville. L'aéroport de Dole-Jura, le plus proche, est implanté à 53 km. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/le-regina-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hotel Régina,"91 Grande Rue, 25000 Besançon, France",7.9,578,"['47.23664000,6.02566400']","Situé dans le centre de Besançon, l'Hôtel Régina se trouve à proximité de sites touristiques tels que le musée du Temps de Besançon, la cathédrale Saint-Jean et l'hôtel de ville de Besançon. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. Les chambres comprennent un coin salon avec une télévision à écran plat ainsi qu'une salle de bains privative pourvue de peignoirs, de chaussons et d'une douche. Certains s'ouvrent sur un balcon et/ou une terrasse avec vue sur le jardin ou la ville. Lors de votre séjour à l'Hotel Régina, vous pourrez faire de la randonnée et du vélo dans les environs ou profiter du jardin. Vous séjournerez à 5 km de Micropolis et à 3,9 km du musée des beaux-arts et d'archéologie de Besançon. L'aéroport de Dole-Jura, le plus proche, est à 62 km. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/besanconecolevalentin.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Doubs Hotel - Besançon Ecole Valentin,"58, Rue des Maisonnettes - RD 75, 25480 Besançon, France",8.1,721,"['47.27069957,5.99509656']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Doubs Hotel - Besançon Ecole Valentin !  Connectez-vous  pour économiser. Le Doubs Hotel - Besançon Ecole Valentin est un hôtel 3 étoiles avec terrasse situé à Besançon. Il bénéficie d'un salon commun et d'une connexion Wi-Fi gratuite. La gare ferroviaire d'École-Valentin se trouve à 400 mètres de l'établissement. Les chambres sont équipées d’une télévision par câble à écran plat. Leur salle de bains privative est pourvue d’une baignoire. Vous disposerez aussi d’une armoire. Un petit-déjeuner continental est servi tous les matins sur place. Vous séjournerez à 4,3 km de la gare ferroviaire de Besançon-Viotte et à 8,7 km de la gare ferroviaire de Besançon Franche-Comté TGV. Le Doubs Hotel - Besançon Ecole Valentin se trouve à 8 km de Micropolis. L’aéroport de Dole-Jura, le plus proche, est à 61 km de l’hôtel. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/residence-hauts-du-chazal.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Zenitude Hôtel-Résidences Les Hauts Du Chazal,"26, rue Paul Milleret, 25000 Besançon, France",8.1,1090,"['47.22448656,5.95612407']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Zenitude Hôtel-Résidences Les Hauts Du Chazal !  Connectez-vous  pour économiser. Le Zenitude Hôtel-Résidences Les Hauts Du Chazal est situé à proximité du grand centre commercial Chateaufarineau, à seulement 15 minutes du centre-ville. Le Zenitude Hôtel & Résidence Les Hauts Du Chazal bénéficie d'un cadre agréable et calme. Sa réception est ouverte 24h/24. Toutes les chambres sont dotées d’une connexion Wi-Fi gratuite, d’une télévision par satellite, d’une kitchenette avec micro-ondes et d’un petit coin repas. Pour les séjours de 4 à 7 nuits, le service de ménage est effectué une seule fois. Il est assuré une fois par semaine pour les séjours de 8 nuits ou plus. Vous avez la possibilité de vous restaurer avec nos formules gourmandes à emporter composées d'un plat chaud, d'une boisson et d'un dessert. Vous pourrez choisir parmi une vaste sélection de délicieux plats pour un repas en toute tranquillité. Le Zenitude Hôtel & Résidence Les Hauts Du Chazal sert un petit-déjeuner buffet tous les jours. Un parking est mis gratuitement à votre disposition. Lors de votre séjour, vous pourrez visiter de nombreux sites tels que la cathédrale Saint-Jean et plusieurs musées, dont le musée des Beaux-Arts. Un arrêt de tramway, qui vous permettra de rejoindre directement la gare et le centre-ville en 20 minutes, est accessible à 20 mètres. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/du-nord-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hotel Du Nord,"8, rue Moncey, 25000 Besançon, France",8.3,986,"['47.23727603,6.02586955']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Du Nord !  Connectez-vous  pour économiser. Cet hôtel est situé au cœur de Besançon, à seulement 700 mètres des rives du Doubs. Lors de votre séjour, vous bénéficierez d'une connexion Wi-Fi gratuite et pourrez vous détendre dans le bar-salon de l'hôtel. Toutes les chambres sont décorées simplement et comportent une télévision par satellite à écran plat. Elles sont desservies par un ascenseur et disposent d'une salle de bains privative. Chaque matin, vous pourrez déguster un petit-déjeuner buffet comprenant du jus d'orange frais et des spécialités régionales dans l'espace petit-déjeuner de l'Hôtel du Nord. L'église Sainte-Madeleine se trouve à 10 minutes de marche et la gare de Besançon Viotte est à 1,5 km de l'établissement. Le musée des Beaux-Arts et d'Archéologie de Besançon est à seulement 450 mètres. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/ho-tel-le-sauvage-besanasson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hôtel Restaurant Spa Le Sauvage,"6, rue du Chapitre, 25000 Besançon, France",9.0,753,"['47.23171767,6.02759153']","L'Hôtel Restaurant Spa Le Sauvage vous accueille dans un ancien monastère des Clarisses, dans le quartier historique de Besançon, à 500 mètres des anciens contreforts de la citadelle. Il offre une vue sur le parc ombragé, les remparts, la ville et la vallée du Doubs. Revêtues de parquet, toutes les chambres sont pourvues d'une salle de bains privative avec baignoire ou douche. Elles comprennent également une télévision à écran plat, un téléphone et un bureau. Certaines chambres offrent une vue sur le jardin et la ville. Le petit-déjeuner est servi tous les matins dans la salle à manger, sur la terrasse ou en chambre, sur demande. Vous pourrez également vous détendre sur la terrasse exposée à l'ouest en savourer une boisson au bar. Vous séjournerez à 10 minutes à pied du musée du Temps et à seulement 2 km de la gare de Besançon Viotte. Vous trouverez de nombreux commerces et restaurants à moins de 10 minutes de marche. Un parking privé est accessible moyennant un supplément. Vous bénéficierez gratuitement d'une connexion Wi-Fi. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/siatel-chateaufarine.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Hotel Restaurant Siatel Chateaufarine,"6 Rue Louis Aragon, 25000 Besançon, France",7.9,1117,"['47.21613222,5.94183326']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Restaurant Siatel Chateaufarine !  Connectez-vous  pour économiser. Doté d’une connexion Wi-Fi gratuite, l’Hotel Restaurant Siatel Chateaufarine propose des hébergements à 7,5 km du centre de Besançon, en Bourgogne-Franche-Comté. Vous pourrez vous détendre sur la terrasse ou jouer au billard dans le bar de l’établissement. La climatisation est disponible dans les parties communes. Toutes les chambres sont insonorisées et disposent d’une télévision à écran plat, d’un bureau ainsi que d’un téléphone. Certaines sont climatisées et munies d’une connexion Wi-Fi haut débit. Leur salle de bains privative est pourvue d’un sèche-cheveux. Le restaurant propose pour le déjeuner et le dîner un buffet composé de plats, de desserts et de fromages français traditionnels. Un petit-déjeuner est servi tous les matins. Un parking privé est disponible gratuitement sur place, et la gare de Besançon-Viotte se trouve à 7,7 km. L’autoroute A36 ainsi que le musée des beaux-arts et d’archéologie sont respectivement situés à 6,2 et 8,2 km. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/all-suites-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,All Suites Besançon,"17 Avenue des Montboucons, 25000 Besançon, France",8.0,2320,"['47.25435723,5.99548012']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement All Suites Besançon !  Connectez-vous  pour économiser. L'Hôtel All Suites Besançon dispose d'un sauna, d'une salle de sport et d'une connexion Wi-Fi gratuite, accessible dans l'ensemble de ses locaux. Ce tout nouvel hôtel de Franche-Comté se situe juste à côté de la Temis, la technopole de Besançon. L’établissement propose des chambres équipées de la climatisation, d'un téléphone et d'une télévision par câble/satellite à écran plat. Des chambres familiales et des chambres pour personnes à mobilité réduite sont notamment disponibles. L'Hôtel All Suites Besançon sert chaque matin un petit-déjeuner buffet complet et se trouve à proximité d'un restaurant. Vous pourrez vous rendre dans la vieille ville de Besançon en 10 minutes de route et visiter les fortifications de Vauban, site classé au patrimoine mondial de l'UNESCO. L'All Suites est facilement accessible par l'autoroute A36 et la N57 (rue de Vesoul). Le parking privé de l'hôtel est gratuit. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/de-paris-besanasson.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from=searchresults,Hôtel de Paris,"33 rue des Granges, 25000 Besançon, France",8.7,1794,"['47.23856537,6.02532506']","Situé dans le centre de Besançon, l'Hôtel de Paris est agrémenté d'un intérieur contemporain. Il propose une réception ouverte 24h/24 et une terrasse. La citadelle de Besançon n'est qu'à 15 minutes à pied et Vesoul vous attend à 48 km. Toutes les chambres sont dotées de la climatisation, d'une télévision par satellite à écran plat, d'un bureau, d'une armoire et d'un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette gratuits. Un petit-déjeuner buffet est servi chaque matin. Vous pourrez aussi vous détendre avec un verre au bar de l'hôtel et vous trouverez des restaurants traditionnels à quelques pas. Le musée des beaux-arts est à seulement 5 minutes à pied et la gare de TGV Besançon Franche-Comté est accessible à 12 km. L'établissement dispose également d'une bagagerie, de journaux quotidiens et d'une connexion Internet par câble gratuite. ",besancon
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,ibis Styles Besançon,"22 bis Rue de Trey, 25000 Besançon, France",7.9,2946,"['47.25425346,6.02163970']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement ibis Styles Besançon !  Connectez-vous  pour économiser. Idéalement situé dans un parc, l'hôtel ibis Styles Besançon se trouve à 15 minutes à pied de la gare TGV et du centre de Besançon. Il met à votre disposition une piscine extérieure dotée d'une terrasse bien exposée ainsi qu'une connexion Wi-Fi gratuite. Ses chambres climatisées et spacieuses affichent une décoration de style contemporain. Elles comprennent également une télévision à écran LCD et une connexion Wi-Fi gratuite. L'établissement vous proposera chaque matin un petit-déjeuner buffet. Vous pourrez siroter un verre au bar de l'hôtel ou dîner dans son restaurant. Une aire de jeux pour enfants et des salles de réunion sont également disponibles sur place. L'hôtel met à votre disposition un parking privé gratuit ainsi qu'une réception ouverte 24h/24. Il se situe à 10 minutes en voiture du parc des expositions Micropolis et à seulement 3,7 km de la citadelle de Besançonet, site classé au patrimoine mondial de l'UNESCO. ",besancon
https://www.booking.com/searchresults.fr.html?ss=eguisheim&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/gite-de-charme-sur-les-remparts.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=1430703b19630311&srepoch=1649692663&from=searchresults,Gîte de charme sur les remparts,"25 Rue du Rempart Nord, 68420 Eguisheim, France",9.3,20,"['48.04378640,7.30570510']","Le Gîte de charme sur les remparts est situé à Eguisheim. Situé à 400 mètres du marché de Noël d'Eguisheim, il propose une connexion Wi-Fi gratuite et une réception ouverte 24h/24. Doté d'un lecteur DVD, l'appartement comprend un salon, un coin repas, une chambre et une salle de bains pourvue d'une baignoire. Sa cuisine est équipée d'un micro-ondes, d'un réfrigérateur et d'un four. Il dispose également d'une télévision par satellite à écran plat et d'un lecteur CD. Un service de location de vélos est assuré sur place pour vous permettre de partir en randonnée dans les environs. L'aéroport le plus proche, celui de Bâle-Mulhouse-Fribourg, est situé à 57 km. ",eguisheim
https://www.booking.com/searchresults.fr.html?ss=besancon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/akena-besancon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=d1a0703bb9ea00b2&srepoch=1649692664&from_sustainable_property_sr=1&from=searchresults,Hôtel AKENA BESANCON,"1 Rue Victor Considérant, 25770 Besançon, France",8.7,1240,"['47.23547525,5.90008540']","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel AKENA BESANCON !  Connectez-vous  pour économiser. Situé à Besançon, à 7 km du parc Micropolis, l'Hôtel AKENA BESANCON propose un restaurant, un parking privé gratuit, un bar et une terrasse. L’établissement se trouve à 7 km de l'université de Besançon-Vesoul, à 9 km du musée des Beaux-Arts et d'Archéologie ainsi qu’à 10 km du musée du Temps de Besançon. Vous profiterez d’une réception ouverte 24h/24 et d’une connexion Wi-Fi gratuite dans l’ensemble des locaux. Chaque matin, l’hôtel sert un petit-déjeuner buffet. L’Hôtel AKENA BESANCON vous accueille 9 km de l’hôtel de ville de Besançon et à 10 km de la cathédrale Saint-Jean. L’aéroport le plus proche, celui de Dole-Jura, est installé à 48 km. ",besancon
